Page 1: P72572A (bbox: (36.20020294189453, 770.0149536132812, 110.38021087646484, 794.054931640625), font: MyriadPro-Regular, size: 20.0)
Page 5: power = (bbox: (230.2880096435547, 310.3370361328125, 274.508056640625, 324.76104736328125), font: MyriadPro-Regular, size: 12.0)
Page 5: 1 (bbox: (316.63739013671875, 301.7606201171875, 322.79339599609375, 316.18463134765625), font: MyriadPro-Regular, size: 12.0)
Page 5: focal length in m (bbox: (277.26239013671875, 319.0731201171875, 361.89837646484375, 333.49713134765625), font: MyriadPro-Regular, size: 12.0)
Page 5: power of lens = (bbox: (318.31439208984375, 422.76513671875, 398.72650146484375, 437.18914794921875), font: MyriadPro-Regular, size: 12.0)
Page 5: .............................................................. (bbox: (398.97900390625, 428.474609375, 512.5831909179688, 435.6866149902344), font: MyriadPro-Regular, size: 6.0)
Page 5:  (bbox: (42.51360321044922, 446.7386169433594, 45.05760192871094, 461.1626281738281), font: MyriadPro-Regular, size: 12.0)
Page 5: (c)	 A student is in a laboratory that has windows. (bbox: (61.317596435546875, 446.7386169433594, 307.55767822265625, 461.1626281738281), font: MyriadPro-Regular, size: 12.0)
Page 5:  (bbox: (42.51360321044922, 470.714599609375, 45.05760192871094, 485.13861083984375), font: MyriadPro-Regular, size: 12.0)
Page 5: The student is given a converging lens, and a sheet of paper. (bbox: (73.50959777832031, 470.714599609375, 381.51263427734375, 485.13861083984375), font: MyriadPro-Regular, size: 12.0)
Page 5:  (bbox: (42.51360321044922, 494.69061279296875, 45.05760192871094, 509.1146240234375), font: MyriadPro-Regular, size: 12.0)
Page 5: Describe how the student can produce an image of the window frame on the (bbox: (73.50959777832031, 494.69061279296875, 469.1019287109375, 509.1146240234375), font: MyriadPro-Regular, size: 12.0)
Page 5: sheet of paper. (bbox: (79.36559295654297, 508.69464111328125, 153.68157958984375, 523.11865234375), font: MyriadPro-Regular, size: 12.0)
Page 5: (2) (bbox: (495.80157470703125, 522.254638671875, 510.23760986328125, 537.1226196289062), font: MyriadPro-Bold, size: 12.0)
Page 5: (Total for Question 2 = 7 marks) (bbox: (342.19970703125, 658.92333984375, 510.22259521484375, 673.7913208007812), font: MyriadPro-Bold, size: 12.0)
Page 6: 3 (bbox: (42.51909637451172, 59.49399948120117, 49.17909622192383, 74.36199951171875), font: MyriadPro-Bold, size: 12.0)
Page 6: (a)	 The graph in Figure 5 shows how the velocity of a car changes with time. (bbox: (49.179100036621094, 59.9379997253418, 443.3314208984375, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (42.51909637451172, 83.91401672363281, 45.06309509277344, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 6: The car starts from rest and travels along a level, straight road for 50 s. (bbox: (73.51509094238281, 83.91401672363281, 427.50311279296875, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 6: 50 (bbox: (451.91552734375, 269.9891357421875, 464.2275390625, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 40 (bbox: (395.2275390625, 269.9891357421875, 407.53955078125, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 30 (bbox: (338.53955078125, 269.9891357421875, 350.8515625, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 20 (bbox: (281.8515625, 269.9891357421875, 294.16357421875, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 10 (bbox: (225.16354370117188, 269.9891357421875, 237.4755401611328, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 0 (bbox: (171.54754638671875, 269.9891357421875, 177.70355224609375, 284.41314697265625), font: MyriadPro-Regular, size: 12.0)
Page 6: time in s (bbox: (309.97955322265625, 293.80914306640625, 352.59161376953125, 308.233154296875), font: MyriadPro-Regular, size: 12.0)
Page 6: 25 (bbox: (155.05953979492188, 115.74116516113281, 167.37155151367188, 130.1651611328125), font: MyriadPro-Regular, size: 12.0)
Page 6: 20 (bbox: (155.05953979492188, 144.0491485595703, 167.37155151367188, 158.47314453125), font: MyriadPro-Regular, size: 12.0)
Page 6: 15 (bbox: (155.05953979492188, 172.3571319580078, 167.37155151367188, 186.7811279296875), font: MyriadPro-Regular, size: 12.0)
Page 6: 10 (bbox: (155.05953979492188, 200.6651153564453, 167.37155151367188, 215.089111328125), font: MyriadPro-Regular, size: 12.0)
Page 6: 5 (bbox: (161.21554565429688, 228.9730987548828, 167.37155151367188, 243.3970947265625), font: MyriadPro-Regular, size: 12.0)
Page 6: 0 (bbox: (161.21554565429688, 257.28106689453125, 167.37155151367188, 271.705078125), font: MyriadPro-Regular, size: 12.0)
Page 6: velocity (bbox: (107.779541015625, 179.5210723876953, 149.3223419189453, 193.945068359375), font: MyriadPro-Regular, size: 12.0)
Page 6: in m / s (bbox: (107.779541015625, 193.5251007080078, 141.91949462890625, 207.9490966796875), font: MyriadPro-Regular, size: 12.0)
Page 6: P (bbox: (185.4949951171875, 250.7392120361328, 191.87899780273438, 265.1632080078125), font: MyriadPro-Regular, size: 12.0)
Page 6: Q (bbox: (220.77059936523438, 166.0561065673828, 229.03860473632812, 180.4801025390625), font: MyriadPro-Regular, size: 12.0)
Page 6: R (bbox: (290.7008056640625, 179.72340393066406, 297.15679931640625, 194.14739990234375), font: MyriadPro-Regular, size: 12.0)
Page 6: S (bbox: (342.27679443359375, 109.48738098144531, 348.19281005859375, 123.911376953125), font: MyriadPro-Regular, size: 12.0)
Page 6: T (bbox: (460.65008544921875, 250.84754943847656, 466.61407470703125, 265.27154541015625), font: MyriadPro-Regular, size: 12.0)
Page 6: Figure 5 (bbox: (276.006103515625, 317.7355651855469, 319.2781066894531, 332.60357666015625), font: MyriadPro-Bold, size: 12.0)
Page 6:  (bbox: (42.52210235595703, 346.40350341796875, 45.06610107421875, 360.8275146484375), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (60.942100524902344, 346.40350341796875, 63.48609924316406, 360.8275146484375), font: MyriadPro-Regular, size: 12.0)
Page 6: (i)	 Which part of the graph shows when the car has constant velocity? (bbox: (80.89810180664062, 346.40350341796875, 433.4801025390625, 360.82757568359375), font: MyriadPro-Regular, size: 12.0)
Page 6: (1) (bbox: (495.79815673828125, 359.96356201171875, 510.23419189453125, 374.8315734863281), font: MyriadPro-Bold, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 383.7170104980469, 115.14400482177734, 398.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: A (bbox: (130.10789489746094, 383.7170104980469, 140.40390014648438, 398.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: PQ (bbox: (140.40390014648438, 384.1610107421875, 162.84400939941406, 398.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 407.7170104980469, 115.14400482177734, 422.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: B (bbox: (130.10789489746094, 407.7170104980469, 139.77989196777344, 422.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: QR (bbox: (139.77989196777344, 408.1610107421875, 162.91600036621094, 422.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 431.7170104980469, 115.14400482177734, 446.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: C (bbox: (130.10789489746094, 431.7170104980469, 139.67189025878906, 446.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: RS (bbox: (139.67189025878906, 432.1610107421875, 160.56399536132812, 446.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 455.7170104980469, 115.14400482177734, 470.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: D (bbox: (130.10789489746094, 455.7170104980469, 140.88389587402344, 470.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 6: ST (bbox: (140.88389587402344, 456.1610107421875, 160.07200622558594, 470.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (42.519996643066406, 499.9850158691406, 45.063995361328125, 514.4090576171875), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (60.93999481201172, 499.9850158691406, 63.48399353027344, 514.4090576171875), font: MyriadPro-Regular, size: 12.0)
Page 6: (ii)	 Which part of the graph shows when the car has the greatest acceleration? (bbox: (78.08799743652344, 499.9850158691406, 471.9739990234375, 514.4090576171875), font: MyriadPro-Regular, size: 12.0)
Page 6: (1) (bbox: (495.7960205078125, 513.5450439453125, 510.2320556640625, 528.4130249023438), font: MyriadPro-Bold, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 527.717041015625, 115.14400482177734, 542.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: A (bbox: (130.10789489746094, 527.717041015625, 140.40390014648438, 542.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: PQ (bbox: (140.40390014648438, 528.1610107421875, 162.84400939941406, 542.5850219726562), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 551.717041015625, 115.14400482177734, 566.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: B (bbox: (130.10789489746094, 551.717041015625, 139.77989196777344, 566.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: QR (bbox: (139.77989196777344, 552.1610107421875, 162.91600036621094, 566.5850219726562), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 575.717041015625, 115.14400482177734, 590.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: C (bbox: (130.10789489746094, 575.717041015625, 139.67189025878906, 590.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: RS (bbox: (139.67189025878906, 576.1610107421875, 160.56399536132812, 590.5850219726562), font: MyriadPro-Regular, size: 12.0)
Page 6:  (bbox: (112.72000122070312, 599.717041015625, 115.14400482177734, 614.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: D (bbox: (130.10789489746094, 599.717041015625, 140.88389587402344, 614.5850219726562), font: MyriadPro-Bold, size: 12.0)
Page 6: ST (bbox: (140.88389587402344, 600.1610107421875, 160.07200622558594, 614.5850219726562), font: MyriadPro-Regular, size: 12.0)
Page 7:  (bbox: (42.51909637451172, 59.9379997253418, 45.06309509277344, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 7:  (bbox: (60.94389343261719, 59.9379997253418, 63.487892150878906, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 7: (iii)	 Calculate the acceleration of the car in the first 10 s shown on the graph. (bbox: (75.27909851074219, 59.9379997253418, 458.64312744140625, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 7: (2) (bbox: (495.79510498046875, 73.49803161621094, 510.23114013671875, 88.36602783203125), font: MyriadPro-Bold, size: 12.0)
Page 7:  (bbox: (42.51909637451172, 97.91804504394531, 45.06309509277344, 112.342041015625), font: MyriadPro-Regular, size: 12.0)
Page 7:  (bbox: (60.93909454345703, 97.91804504394531, 63.48309326171875, 112.342041015625), font: MyriadPro-Regular, size: 12.0)
Page 7: Use the equation (bbox: (90.50709533691406, 97.91798400878906, 183.62710571289062, 112.342041015625), font: MyriadPro-Regular, size: 12.0)
Page 7: acceleration = (bbox: (212.57110595703125, 129.53797912597656, 285.68719482421875, 143.96197509765625), font: MyriadPro-Regular, size: 12.0)
Page 7: change in velocity (bbox: (288.25732421875, 121.54389953613281, 379.6372985839844, 135.9678955078125), font: MyriadPro-Regular, size: 12.0)
Page 7: time (bbox: (322.85333251953125, 138.85987854003906, 345.4732971191406, 153.28387451171875), font: MyriadPro-Regular, size: 12.0)
Page 7: acceleration = (bbox: (336.669921875, 255.8834991455078, 410.03802490234375, 270.3074951171875), font: MyriadPro-Regular, size: 12.0)
Page 7: .............................................................. (bbox: (410.2938232421875, 261.5954895019531, 523.8978271484375, 268.8074951171875), font: MyriadPro-Regular, size: 6.0)
Page 7:  (bbox: (42.51909637451172, 284.05682373046875, 45.06309509277344, 298.4808349609375), font: MyriadPro-Regular, size: 12.0)
Page 7:  (bbox: (60.94389343261719, 284.05682373046875, 63.487892150878906, 298.4808349609375), font: MyriadPro-Regular, size: 12.0)
Page 7: (iv)	 Calculate the distance the car travels in part QR shown on the velocity / time (bbox: (75.12310028076172, 284.05682373046875, 480.27911376953125, 298.4808349609375), font: MyriadPro-Regular, size: 12.0)
Page 7: graph in Figure 5. (bbox: (97.79112243652344, 298.06085205078125, 185.53749084472656, 312.48486328125), font: MyriadPro-Regular, size: 12.0)
Page 7: (3) (bbox: (495.79510498046875, 311.6208801269531, 510.23114013671875, 326.4888916015625), font: MyriadPro-Bold, size: 12.0)
Page 7: distance = (bbox: (370.93511962890625, 452.23687744140625, 425.4871826171875, 466.660888671875), font: MyriadPro-Regular, size: 12.0)
Page 7: .............................................................. (bbox: (425.75042724609375, 457.9419250488281, 539.3541870117188, 465.1539306640625), font: MyriadPro-Regular, size: 6.0)
Page 7:  (bbox: (42.525001525878906, 476.2059020996094, 45.069000244140625, 490.6299133300781), font: MyriadPro-Regular, size: 12.0)
Page 7: (b)	 A different car has a mass of 1200 kg. (bbox: (59.913002014160156, 476.2059020996094, 263.36102294921875, 490.62994384765625), font: MyriadPro-Regular, size: 12.0)
Page 7:  (bbox: (42.525001525878906, 500.1819152832031, 45.069000244140625, 514.60595703125), font: MyriadPro-Regular, size: 12.0)
Page 7: Calculate the force needed to give this car an acceleration of 2.4 m / s (bbox: (73.52099609375, 500.1819152832031, 422.5050048828125, 514.60595703125), font: MyriadPro-Regular, size: 12.0)
Page 7: 2 (bbox: (422.494873046875, 499.54962158203125, 426.0838317871094, 507.95880126953125), font: MyriadPro-Regular, size: 6.995999813079834)
Page 7: . (bbox: (426.08367919921875, 500.1858215332031, 430.067626953125, 514.60986328125), font: MyriadPro-Regular, size: 12.0)
Page 7: (2) (bbox: (495.80364990234375, 513.745849609375, 510.23968505859375, 528.6138305664062), font: MyriadPro-Bold, size: 12.0)
Page 7:  (bbox: (42.52770233154297, 538.1658325195312, 45.07170104980469, 552.58984375), font: MyriadPro-Regular, size: 12.0)
Page 7: Use the equation (bbox: (73.52369689941406, 538.1658325195312, 165.2156982421875, 552.58984375), font: MyriadPro-Regular, size: 12.0)
Page 7: F (bbox: (274.6436767578125, 562.5379028320312, 280.2236633300781, 576.973876953125), font: MyriadPro-It, size: 12.0)
Page 7: = (bbox: (280.22369384765625, 562.5498657226562, 292.46368408203125, 576.973876953125), font: MyriadPro-Regular, size: 12.0)
Page 7: m (bbox: (292.46368408203125, 562.5379028320312, 302.1596984863281, 576.973876953125), font: MyriadPro-It, size: 12.0)
Page 7: × (bbox: (302.15972900390625, 562.5498657226562, 314.39971923828125, 576.973876953125), font: MyriadPro-Regular, size: 12.0)
Page 7: a (bbox: (314.39971923828125, 562.5379028320312, 320.6637268066406, 576.973876953125), font: MyriadPro-It, size: 12.0)
Page 7: force = (bbox: (390.07171630859375, 674.725830078125, 427.6197509765625, 689.1498413085938), font: MyriadPro-Regular, size: 12.0)
Page 7: (Total for Question 3 = 9 marks) (bbox: (342.201171875, 698.2470092773438, 510.22412109375, 713.114990234375), font: MyriadPro-Bold, size: 12.0)
Page 8: 4 (bbox: (42.51909637451172, 59.49399948120117, 49.17909622192383, 74.36199951171875), font: MyriadPro-Bold, size: 12.0)
Page 8: An atom has a central nucleus containing neutrons and protons. (bbox: (49.179100036621094, 59.9379997253418, 382.16741943359375, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 8:  (bbox: (42.51909637451172, 83.91401672363281, 45.06309509277344, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 8: Electrons orbit the nucleus. (bbox: (60.93910217285156, 83.91401672363281, 197.4019012451172, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 8:  (bbox: (42.51909637451172, 107.89002990722656, 45.06309509277344, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
Page 8: (a)	 (i)	 Which row of the table gives the relative mass and charge of a proton? (bbox: (60.93910217285156, 107.89002990722656, 450.36224365234375, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
Page 8: (1) (bbox: (495.79510498046875, 121.45005798339844, 510.23114013671875, 136.31805419921875), font: MyriadPro-Bold, size: 12.0)
Page 8:  (bbox: (112.72000122070312, 167.71702575683594, 115.14400482177734, 182.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 8: A (bbox: (130.10789489746094, 167.71702575683594, 140.40390014648438, 182.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 8:  (bbox: (112.72000122070312, 191.71702575683594, 115.14400482177734, 206.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 8: B (bbox: (130.10789489746094, 191.71702575683594, 139.77989196777344, 206.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 8:  (bbox: (112.72000122070312, 215.71702575683594, 115.14400482177734, 230.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 8: C (bbox: (130.10789489746094, 215.71702575683594, 139.67189025878906, 230.58502197265625), font: MyriadPro-Bold, size: 12.0)
